날짜,점수
2022-06-01,39.00088578088578
2022-06-02,28.705661049806142
2022-06-03,32.60439252625078
2022-06-04,40.2697318501171
2022-06-05,37.58862202753442
2022-06-06,40.31672766323024
2022-06-07,35.7063823061178
